
A continuación se muestran las soluciones viables para el KUKA KR6

 Solución 3 

C_PTP PTP{E6AXIS: A1 14.302131, A2 -80.982308, A3 145.874073, A4 -73.165747, A5 87.540350, A6 -24.302700}
PTP{E6AXIS: A1 -0.744414, A2 -78.042687, A3 116.974984, A4 -18.928019, A5 52.419354, A6 -78.957670} C_PTP 
PTP{E6AXIS: A1 -1.433946, A2 -78.201611, A3 116.870984, A4 -16.522960, A5 52.176187, A6 -81.161298} C_PTP 
PTP{E6AXIS: A1 -2.090893, A2 -78.321165, A3 116.770766, A4 -14.350688, A5 52.017995, A6 -83.184397} C_PTP 
PTP{E6AXIS: A1 -2.717015, A2 -78.407859, A3 116.673764, A4 -12.394426, A5 51.925704, A6 -85.038772} C_PTP 
PTP{E6AXIS: A1 -3.313657, A2 -78.467074, A3 116.579553, A4 -10.640588, A5 51.884011, A6 -86.734251} C_PTP 
PTP{E6AXIS: A1 -3.881899, A2 -78.503354, A3 116.487811, A4 -9.077801, A5 51.880427, A6 -88.279286} C_PTP 
PTP{E6AXIS: A1 -4.422634, A2 -78.520599, A3 116.398299, A4 -7.696308, A5 51.904638, A6 -89.681303} C_PTP 
PTP{E6AXIS: A1 -4.936625, A2 -78.522195, A3 116.310844, A4 -6.487595, A5 51.948070, A6 -90.946916} C_PTP 
PTP{E6AXIS: A1 -5.424544, A2 -78.511108, A3 116.225331, A4 -5.444159, A5 52.003576, A6 -92.082051} C_PTP 
PTP{E6AXIS: A1 -5.886989, A2 -78.489943, A3 116.141694, A4 -4.559354, A5 52.065207, A6 -93.092022} C_PTP 
PTP{E6AXIS: A1 -6.327677, A2 -78.460762, A3 116.059308, A4 -3.803648, A5 52.129525, A6 -93.999290} C_PTP 
PTP{E6AXIS: A1 -6.756872, A2 -78.424316, A3 115.976314, A4 -3.113345, A5 52.197417, A6 -94.853656} C_PTP 
PTP{E6AXIS: A1 -7.181078, A2 -78.380605, A3 115.891543, A4 -2.456455, A5 52.269710, A6 -95.681437} C_PTP 
PTP{E6AXIS: A1 -7.599839, A2 -78.330108, A3 115.805084, A4 -1.836167, A5 52.345266, A6 -96.480342} C_PTP 
PTP{E6AXIS: A1 -8.013524, A2 -78.273193, A3 115.716867, A4 -1.249509, A5 52.423487, A6 -97.252677} C_PTP 
PTP{E6AXIS: A1 -8.422454, A2 -78.210184, A3 115.626830, A4 -0.693855, A5 52.503870, A6 -98.000478} C_PTP 
PTP{E6AXIS: A1 -8.826913, A2 -78.141372, A3 115.534914, A4 -0.166890, A5 52.585991, A6 -98.725539} C_PTP 
PTP{E6AXIS: A1 -9.227145, A2 -78.067022, A3 115.441071, A4 0.333438, A5 52.669490, A6 -99.429448} C_PTP 
PTP{E6AXIS: A1 -9.623371, A2 -77.987371, A3 115.345255, A4 0.808958, A5 52.754060, A6 -100.113617} C_PTP 
PTP{E6AXIS: A1 -10.015783, A2 -77.902637, A3 115.247423, A4 1.261308, A5 52.839440, A6 -100.779313} C_PTP 
PTP{E6AXIS: A1 -10.404555, A2 -77.813020, A3 115.147538, A4 1.691966, A5 52.925405, A6 -101.427673} C_PTP 
PTP{E6AXIS: A1 -10.789840, A2 -77.718704, A3 115.045564, A4 2.102267, A5 53.011765, A6 -102.059723} C_PTP 
PTP{E6AXIS: A1 -11.171779, A2 -77.619860, A3 114.941470, A4 2.493426, A5 53.098354, A6 -102.676398} C_PTP 
PTP{E6AXIS: A1 -11.550496, A2 -77.516645, A3 114.835226, A4 2.866554, A5 53.185033, A6 -103.278545} C_PTP 
PTP{E6AXIS: A1 -11.926108, A2 -77.409205, A3 114.726803, A4 3.222668, A5 53.271682, A6 -103.866940} C_PTP 
PTP{E6AXIS: A1 -12.298717, A2 -77.297679, A3 114.616176, A4 3.562702, A5 53.358201, A6 -104.442297} C_PTP 
PTP{E6AXIS: A1 -12.668419, A2 -77.182196, A3 114.503319, A4 3.887522, A5 53.444504, A6 -105.005269} C_PTP 
PTP{E6AXIS: A1 -13.035302, A2 -77.062874, A3 114.388211, A4 4.197928, A5 53.530519, A6 -105.556462} C_PTP 
PTP{E6AXIS: A1 -13.399445, A2 -76.939829, A3 114.270829, A4 4.494664, A5 53.616190, A6 -106.096437} C_PTP 
PTP{E6AXIS: A1 -13.760925, A2 -76.813166, A3 114.151152, A4 4.778424, A5 53.701469, A6 -106.625714} C_PTP 
PTP{E6AXIS: A1 -14.119809, A2 -76.682988, A3 114.029162, A4 5.049857, A5 53.786318, A6 -107.144779} C_PTP 
PTP{E6AXIS: A1 -14.476161, A2 -76.549389, A3 113.904839, A4 5.309570, A5 53.870712, A6 -107.654083} C_PTP 
PTP{E6AXIS: A1 -14.830043, A2 -76.412459, A3 113.778166, A4 5.558135, A5 53.954629, A6 -108.154051} C_PTP 
PTP{E6AXIS: A1 -15.181509, A2 -76.272284, A3 113.649125, A4 5.796090, A5 54.038058, A6 -108.645079} C_PTP 
PTP{E6AXIS: A1 -15.530613, A2 -76.128945, A3 113.517700, A4 6.023943, A5 54.120995, A6 -109.127542} C_PTP 
PTP{E6AXIS: A1 -15.877403, A2 -75.982519, A3 113.383876, A4 6.242174, A5 54.203440, A6 -109.601790} C_PTP 
PTP{E6AXIS: A1 -16.221927, A2 -75.833080, A3 113.247636, A4 6.451240, A5 54.285402, A6 -110.068157} C_PTP 
PTP{E6AXIS: A1 -16.564228, A2 -75.680696, A3 113.108967, A4 6.651572, A5 54.366892, A6 -110.526957} C_PTP 
PTP{E6AXIS: A1 -16.904348, A2 -75.525433, A3 112.967853, A4 6.843583, A5 54.447928, A6 -110.978486} C_PTP 
PTP{E6AXIS: A1 -17.242326, A2 -75.367355, A3 112.824281, A4 7.027665, A5 54.528532, A6 -111.423027} C_PTP 
PTP{E6AXIS: A1 -17.578201, A2 -75.206521, A3 112.678237, A4 7.204193, A5 54.608731, A6 -111.860848} C_PTP 
PTP{E6AXIS: A1 -17.912008, A2 -75.042988, A3 112.529707, A4 7.373524, A5 54.688554, A6 -112.292206} C_PTP 
PTP{E6AXIS: A1 -18.243782, A2 -74.876809, A3 112.378679, A4 7.536003, A5 54.768036, A6 -112.717342} C_PTP 
PTP{E6AXIS: A1 -18.573555, A2 -74.708037, A3 112.225140, A4 7.691956, A5 54.847214, A6 -113.136491} C_PTP 
PTP{E6AXIS: A1 -18.901359, A2 -74.536718, A3 112.069077, A4 7.841701, A5 54.926129, A6 -113.549873} C_PTP 
PTP{E6AXIS: A1 -19.227224, A2 -74.362901, A3 111.910478, A4 7.985540, A5 55.004825, A6 -113.957701} C_PTP 
PTP{E6AXIS: A1 -19.551179, A2 -74.186628, A3 111.749330, A4 8.123766, A5 55.083348, A6 -114.360179} C_PTP 
PTP{E6AXIS: A1 -19.873252, A2 -74.007941, A3 111.585620, A4 8.256659, A5 55.161747, A6 -114.757503} C_PTP 
PTP{E6AXIS: A1 -20.193471, A2 -73.826880, A3 111.419337, A4 8.384490, A5 55.240074, A6 -115.149859} C_PTP 
PTP{E6AXIS: A1 -20.511861, A2 -73.643481, A3 111.250469, A4 8.507521, A5 55.318384, A6 -115.537429} C_PTP 
PTP{E6AXIS: A1 -20.828447, A2 -73.457780, A3 111.079004, A4 8.626004, A5 55.396732, A6 -115.920384} C_PTP 
PTP{E6AXIS: A1 -21.143255, A2 -73.269809, A3 110.904928, A4 8.740184, A5 55.475178, A6 -116.298894} C_PTP 
PTP{E6AXIS: A1 -21.456307, A2 -73.079600, A3 110.728231, A4 8.850297, A5 55.553781, A6 -116.673118} C_PTP 
PTP{E6AXIS: A1 -21.767627, A2 -72.887183, A3 110.548901, A4 8.956572, A5 55.632606, A6 -117.043211} C_PTP 
PTP{E6AXIS: A1 -22.077238, A2 -72.692584, A3 110.366924, A4 9.059230, A5 55.711715, A6 -117.409323} C_PTP 
PTP{E6AXIS: A1 -22.385160, A2 -72.495828, A3 110.182288, A4 9.158486, A5 55.791175, A6 -117.771598} C_PTP 
PTP{E6AXIS: A1 -22.691415, A2 -72.296941, A3 109.994982, A4 9.254548, A5 55.871055, A6 -118.130177} C_PTP 
PTP{E6AXIS: A1 -22.996024, A2 -72.095943, A3 109.804992, A4 9.347619, A5 55.951422, A6 -118.485193} C_PTP 
PTP{E6AXIS: A1 -23.299007, A2 -71.892856, A3 109.612307, A4 9.437894, A5 56.032348, A6 -118.836778} C_PTP 
PTP{E6AXIS: A1 -23.600384, A2 -71.687697, A3 109.416913, A4 9.525564, A5 56.113906, A6 -119.185057} C_PTP 
PTP{E6AXIS: A1 -23.900174, A2 -71.480484, A3 109.218797, A4 9.610814, A5 56.196169, A6 -119.530153} C_PTP 
PTP{E6AXIS: A1 -24.198395, A2 -71.271233, A3 109.017946, A4 9.693824, A5 56.279213, A6 -119.872183} C_PTP 
PTP{E6AXIS: A1 -24.495066, A2 -71.059957, A3 108.814347, A4 9.774769, A5 56.363112, A6 -120.211262} C_PTP 
PTP{E6AXIS: A1 -24.790204, A2 -70.846668, A3 108.607986, A4 9.853819, A5 56.447946, A6 -120.547500} C_PTP 
PTP{E6AXIS: A1 -25.083828, A2 -70.631379, A3 108.398849, A4 9.931138, A5 56.533793, A6 -120.881004} C_PTP 
PTP{E6AXIS: A1 -25.375954, A2 -70.414097, A3 108.186922, A4 10.006889, A5 56.620731, A6 -121.211878} C_PTP 
PTP{E6AXIS: A1 -25.666600, A2 -70.194831, A3 107.972191, A4 10.081227, A5 56.708844, A6 -121.540222} C_PTP 
PTP{E6AXIS: A1 -25.955781, A2 -69.973587, A3 107.754640, A4 10.154304, A5 56.798211, A6 -121.866133} C_PTP 
PTP{E6AXIS: A1 -26.243514, A2 -69.750371, A3 107.534256, A4 10.226268, A5 56.888916, A6 -122.189704} C_PTP 
PTP{E6AXIS: A1 -26.529814, A2 -69.525186, A3 107.311022, A4 10.297264, A5 56.981043, A6 -122.511027} C_PTP 
PTP{E6AXIS: A1 -26.814698, A2 -69.298034, A3 107.084923, A4 10.367430, A5 57.074677, A6 -122.830188} C_PTP 
PTP{E6AXIS: A1 -27.098180, A2 -69.068916, A3 106.855943, A4 10.436904, A5 57.169903, A6 -123.147272} C_PTP 
PTP{E6AXIS: A1 -27.380275, A2 -68.837831, A3 106.624065, A4 10.505817, A5 57.266808, A6 -123.462360} C_PTP 
PTP{E6AXIS: A1 -27.660997, A2 -68.604779, A3 106.389273, A4 10.574297, A5 57.365478, A6 -123.775532} C_PTP 
PTP{E6AXIS: A1 -27.940362, A2 -68.369755, A3 106.151549, A4 10.642471, A5 57.466002, A6 -124.086863} C_PTP 
PTP{E6AXIS: A1 -28.218382, A2 -68.132755, A3 105.910875, A4 10.710458, A5 57.568469, A6 -124.396425} C_PTP 
PTP{E6AXIS: A1 -28.495072, A2 -67.893774, A3 105.667234, A4 10.778377, A5 57.672967, A6 -124.704289} C_PTP 
PTP{E6AXIS: A1 -28.770445, A2 -67.652805, A3 105.420607, A4 10.846342, A5 57.779588, A6 -125.010522} C_PTP 
PTP{E6AXIS: A1 -29.044514, A2 -67.409838, A3 105.170975, A4 10.914465, A5 57.888421, A6 -125.315189} C_PTP 
PTP{E6AXIS: A1 -29.317292, A2 -67.164865, A3 104.918319, A4 10.982851, A5 57.999558, A6 -125.618350} C_PTP 
PTP{E6AXIS: A1 -29.588792, A2 -66.917876, A3 104.662618, A4 11.051605, A5 58.113091, A6 -125.920064} C_PTP 
PTP{E6AXIS: A1 -29.859025, A2 -66.668857, A3 104.403852, A4 11.120829, A5 58.229113, A6 -126.220388} C_PTP 
PTP{E6AXIS: A1 -30.128005, A2 -66.417795, A3 104.142000, A4 11.190618, A5 58.347716, A6 -126.519374} C_PTP 
PTP{E6AXIS: A1 -30.395743, A2 -66.164677, A3 103.877040, A4 11.261068, A5 58.468993, A6 -126.817074} C_PTP 
PTP{E6AXIS: A1 -30.662251, A2 -65.909487, A3 103.608950, A4 11.332270, A5 58.593039, A6 -127.113534} C_PTP 
PTP{E6AXIS: A1 -30.927539, A2 -65.652207, A3 103.337708, A4 11.404310, A5 58.719948, A6 -127.408800} C_PTP 
PTP{E6AXIS: A1 -31.191618, A2 -65.392820, A3 103.063289, A4 11.477273, A5 58.849815, A6 -127.702914} C_PTP 
PTP{E6AXIS: A1 -31.454501, A2 -65.131307, A3 102.785671, A4 11.551240, A5 58.982733, A6 -127.995914} C_PTP 
PTP{E6AXIS: A1 -31.716196, A2 -64.867647, A3 102.504829, A4 11.626290, A5 59.118799, A6 -128.287838} C_PTP 
PTP{E6AXIS: A1 -31.968857, A2 -64.609881, A3 102.229375, A4 11.644780, A5 59.215903, A6 -128.541606} C_PTP 
PTP{E6AXIS: A1 9.146830, A2 -62.039097, A3 114.196191, A4 -77.105520, A5 88.200617, A6 -37.300568} C_PTP 
PTP{E6AXIS: A1 8.623255, A2 -65.124244, A3 113.942587, A4 -70.803204, A5 81.002769, A6 -41.232412} C_PTP 
PTP{E6AXIS: A1 6.486504, A2 -69.619626, A3 113.424827, A4 -53.568705, A5 66.114299, A6 -51.650812} C_PTP 
PTP{E6AXIS: A1 5.189644, A2 -71.145717, A3 113.185276, A4 -45.788835, A5 61.583428, A6 -57.242196} C_PTP 
PTP{E6AXIS: A1 4.110031, A2 -72.110986, A3 113.002961, A4 -39.948583, A5 58.916545, A6 -61.692378} C_PTP 
PTP{E6AXIS: A1 3.154012, A2 -72.798777, A3 112.849645, A4 -35.150832, A5 57.142633, A6 -65.487641} C_PTP 
PTP{E6AXIS: A1 2.280426, A2 -73.316848, A3 112.713883, A4 -31.032414, A5 55.893920, A6 -68.836298} C_PTP 
PTP{E6AXIS: A1 1.467812, A2 -73.718106, A3 112.589894, A4 -27.409546, A5 54.990971, A6 -71.847343} C_PTP 
PTP{E6AXIS: A1 0.703885, A2 -74.032790, A3 112.474368, A4 -24.177394, A5 54.332245, A6 -74.584313} C_PTP 
PTP{E6AXIS: A1 -0.018858, A2 -74.280141, A3 112.365242, A4 -21.271028, A5 53.853977, A6 -77.087230} C_PTP 
PTP{E6AXIS: A1 -0.705238, A2 -74.473443, A3 112.261146, A4 -18.647513, A5 53.512862, A6 -79.383016} C_PTP 
PTP{E6AXIS: A1 -1.358504, A2 -74.622469, A3 112.161127, A4 -16.276776, A5 53.277664, A6 -81.490910} C_PTP 
PTP{E6AXIS: A1 -1.980936, A2 -74.734770, A3 112.064497, A4 -14.136641, A5 53.124795, A6 -83.425454} C_PTP 
PTP{E6AXIS: A1 -2.574211, A2 -74.816410, A3 111.970751, A4 -12.209969, A5 53.035814, A6 -85.198206} C_PTP 
PTP{E6AXIS: A1 -3.139613, A2 -74.872401, A3 111.879510, A4 -10.482981, A5 52.995942, A6 -86.818740} C_PTP 
PTP{E6AXIS: A1 -3.678165, A2 -74.906977, A3 111.790492, A4 -8.944225, A5 52.993119, A6 -88.295247} C_PTP 
PTP{E6AXIS: A1 -4.190716, A2 -74.923771, A3 111.703493, A4 -7.583950, A5 53.017386, A6 -89.634890} C_PTP 
PTP{E6AXIS: A1 -4.677988, A2 -74.925941, A3 111.618369, A4 -6.393706, A5 53.060467, A6 -90.844021} C_PTP 
PTP{E6AXIS: A1 -5.140614, A2 -74.916249, A3 111.535031, A4 -5.366088, A5 53.115458, A6 -91.928311} C_PTP 
PTP{E6AXIS: A1 -5.579156, A2 -74.897126, A3 111.453435, A4 -4.494572, A5 53.176607, A6 -92.892832} C_PTP 
PTP{E6AXIS: A1 -5.997135, A2 -74.870498, A3 111.372988, A4 -3.750098, A5 53.240577, A6 -93.759087} C_PTP 
PTP{E6AXIS: A1 -6.404283, A2 -74.837079, A3 111.291885, A4 -3.069924, A5 53.308197, A6 -94.574780} C_PTP 
PTP{E6AXIS: A1 -6.806769, A2 -74.796873, A3 111.208988, A4 -2.422530, A5 53.380266, A6 -95.365111} C_PTP 
PTP{E6AXIS: A1 -7.204165, A2 -74.750327, A3 111.124388, A4 -1.811064, A5 53.455689, A6 -96.127881} C_PTP 
PTP{E6AXIS: A1 -7.596819, A2 -74.697778, A3 111.038016, A4 -1.232605, A5 53.533882, A6 -96.865294} C_PTP 
PTP{E6AXIS: A1 -7.985040, A2 -74.639529, A3 110.949816, A4 -0.684568, A5 53.614358, A6 -97.579302} C_PTP 
PTP{E6AXIS: A1 -8.369097, A2 -74.575849, A3 110.859732, A4 -0.164681, A5 53.696705, A6 -98.271618} C_PTP 
PTP{E6AXIS: A1 -8.749224, A2 -74.506981, A3 110.767718, A4 0.329074, A5 53.780572, A6 -98.943763} C_PTP 
PTP{E6AXIS: A1 -9.125630, A2 -74.433147, A3 110.673731, A4 0.798491, A5 53.865659, A6 -99.597088} C_PTP 
PTP{E6AXIS: A1 -9.498501, A2 -74.354545, A3 110.577731, A4 1.245180, A5 53.951712, A6 -100.232803} C_PTP 
PTP{E6AXIS: A1 -9.868001, A2 -74.271361, A3 110.479682, A4 1.670588, A5 54.038509, A6 -100.851997} C_PTP 
PTP{E6AXIS: A1 -10.234278, A2 -74.183764, A3 110.379550, A4 2.076029, A5 54.125863, A6 -101.455654} C_PTP 
PTP{E6AXIS: A1 -10.597465, A2 -74.091910, A3 110.277306, A4 2.462693, A5 54.213613, A6 -102.044663} C_PTP 
PTP{E6AXIS: A1 -10.957683, A2 -73.995944, A3 110.172920, A4 2.831668, A5 54.301619, A6 -102.619839} C_PTP 
PTP{E6AXIS: A1 -11.315041, A2 -73.896001, A3 110.066365, A4 3.183952, A5 54.389763, A6 -103.181924} C_PTP 
PTP{E6AXIS: A1 -11.669640, A2 -73.792205, A3 109.957618, A4 3.520462, A5 54.477945, A6 -103.731599} C_PTP 
PTP{E6AXIS: A1 -12.021569, A2 -73.684674, A3 109.846654, A4 3.842045, A5 54.566077, A6 -104.269491} C_PTP 
PTP{E6AXIS: A1 -12.370914, A2 -73.573519, A3 109.733450, A4 4.149486, A5 54.654090, A6 -104.796181} C_PTP 
PTP{E6AXIS: A1 -12.717751, A2 -73.458843, A3 109.617987, A4 4.443513, A5 54.741923, A6 -105.312204} C_PTP 
PTP{E6AXIS: A1 -13.062151, A2 -73.340742, A3 109.500243, A4 4.724807, A5 54.829527, A6 -105.818059} C_PTP 
PTP{E6AXIS: A1 -13.404181, A2 -73.219308, A3 109.380200, A4 4.994004, A5 54.916864, A6 -106.314212} C_PTP 
PTP{E6AXIS: A1 -13.743902, A2 -73.094629, A3 109.257840, A4 5.251699, A5 55.003903, A6 -106.801094} C_PTP 
PTP{E6AXIS: A1 -14.081372, A2 -72.966784, A3 109.133144, A4 5.498451, A5 55.090624, A6 -107.279114} C_PTP 
PTP{E6AXIS: A1 -14.416644, A2 -72.835851, A3 109.006096, A4 5.734788, A5 55.177010, A6 -107.748651} C_PTP 
PTP{E6AXIS: A1 -14.749768, A2 -72.701904, A3 108.876680, A4 5.961209, A5 55.263055, A6 -108.210063} C_PTP 
PTP{E6AXIS: A1 -15.080792, A2 -72.565011, A3 108.744880, A4 6.178183, A5 55.348755, A6 -108.663688} C_PTP 
PTP{E6AXIS: A1 -15.409760, A2 -72.425239, A3 108.610680, A4 6.386159, A5 55.434116, A6 -109.109845} C_PTP 
PTP{E6AXIS: A1 -15.736714, A2 -72.282648, A3 108.474065, A4 6.585559, A5 55.519146, A6 -109.548836} C_PTP 
PTP{E6AXIS: A1 -16.061695, A2 -72.137299, A3 108.335021, A4 6.776788, A5 55.603860, A6 -109.980944} C_PTP 
PTP{E6AXIS: A1 -16.384739, A2 -71.989247, A3 108.193534, A4 6.960231, A5 55.688274, A6 -110.406442} C_PTP 
PTP{E6AXIS: A1 -16.705883, A2 -71.838544, A3 108.049589, A4 7.136256, A5 55.772412, A6 -110.825588} C_PTP 
PTP{E6AXIS: A1 -17.025161, A2 -71.685242, A3 107.903174, A4 7.305213, A5 55.856300, A6 -111.238625} C_PTP 
PTP{E6AXIS: A1 -17.342606, A2 -71.529388, A3 107.754273, A4 7.467440, A5 55.939967, A6 -111.645789} C_PTP 
PTP{E6AXIS: A1 -17.658249, A2 -71.371027, A3 107.602874, A4 7.623259, A5 56.023449, A6 -112.047302} C_PTP 
PTP{E6AXIS: A1 -17.972120, A2 -71.210202, A3 107.448964, A4 7.772981, A5 56.106779, A6 -112.443378} C_PTP 
PTP{E6AXIS: A1 -18.284247, A2 -71.046954, A3 107.292529, A4 7.916903, A5 56.189999, A6 -112.834221} C_PTP 
PTP{E6AXIS: A1 -18.594659, A2 -70.881320, A3 107.133557, A4 8.055313, A5 56.273151, A6 -113.220026} C_PTP 
PTP{E6AXIS: A1 -18.903381, A2 -70.713336, A3 106.972034, A4 8.188487, A5 56.356279, A6 -113.600982} C_PTP 
PTP{E6AXIS: A1 -19.210439, A2 -70.543038, A3 106.807947, A4 8.316692, A5 56.439431, A6 -113.977268} C_PTP 
PTP{E6AXIS: A1 -19.515858, A2 -70.370456, A3 106.641284, A4 8.440184, A5 56.522657, A6 -114.349058} C_PTP 
PTP{E6AXIS: A1 -19.819662, A2 -70.195622, A3 106.472031, A4 8.559214, A5 56.606009, A6 -114.716518} C_PTP 
PTP{E6AXIS: A1 -20.121874, A2 -70.018563, A3 106.300175, A4 8.674021, A5 56.689542, A6 -115.079809} C_PTP 
PTP{E6AXIS: A1 -20.422515, A2 -69.839305, A3 106.125704, A4 8.784839, A5 56.773311, A6 -115.439086} C_PTP 
PTP{E6AXIS: A1 -20.721609, A2 -69.657875, A3 105.948603, A4 8.891894, A5 56.857375, A6 -115.794497} C_PTP 
PTP{E6AXIS: A1 -21.019175, A2 -69.474293, A3 105.768860, A4 8.995403, A5 56.941794, A6 -116.146186} C_PTP 
PTP{E6AXIS: A1 -21.315235, A2 -69.288582, A3 105.586461, A4 9.095579, A5 57.026630, A6 -116.494292} C_PTP 
PTP{E6AXIS: A1 -21.609807, A2 -69.100761, A3 105.401393, A4 9.192628, A5 57.111946, A6 -116.838948} C_PTP 
PTP{E6AXIS: A1 -21.902912, A2 -68.910849, A3 105.213641, A4 9.286749, A5 57.197808, A6 -117.180286} C_PTP 
PTP{E6AXIS: A1 -22.194568, A2 -68.718861, A3 105.023193, A4 9.378138, A5 57.284283, A6 -117.518428} C_PTP 
PTP{E6AXIS: A1 -22.484793, A2 -68.524812, A3 104.830033, A4 9.466982, A5 57.371438, A6 -117.853497} C_PTP 
PTP{E6AXIS: A1 -22.773606, A2 -68.328716, A3 104.634148, A4 9.553464, A5 57.459344, A6 -118.185610} C_PTP 
PTP{E6AXIS: A1 -23.061023, A2 -68.130585, A3 104.435523, A4 9.637764, A5 57.548071, A6 -118.514880} C_PTP 
PTP{E6AXIS: A1 -23.347063, A2 -67.930429, A3 104.234142, A4 9.720054, A5 57.637692, A6 -118.841416} C_PTP 
PTP{E6AXIS: A1 -23.631740, A2 -67.728257, A3 104.029991, A4 9.800504, A5 57.728281, A6 -119.165324} C_PTP 
PTP{E6AXIS: A1 -23.915073, A2 -67.524077, A3 103.823055, A4 9.879277, A5 57.819911, A6 -119.486706} C_PTP 
PTP{E6AXIS: A1 -24.197075, A2 -67.317894, A3 103.613317, A4 9.956534, A5 57.912661, A6 -119.805663} C_PTP 
PTP{E6AXIS: A1 -24.477764, A2 -67.109714, A3 103.400762, A4 10.032431, A5 58.006606, A6 -120.122289} C_PTP 
PTP{E6AXIS: A1 -24.757154, A2 -66.899539, A3 103.185373, A4 10.107117, A5 58.101825, A6 -120.436678} C_PTP 
PTP{E6AXIS: A1 -25.035260, A2 -66.687372, A3 102.967134, A4 10.180742, A5 58.198397, A6 -120.748918} C_PTP 
PTP{E6AXIS: A1 -25.312096, A2 -66.473214, A3 102.746027, A4 10.253449, A5 58.296402, A6 -121.059097} C_PTP 
PTP{E6AXIS: A1 -25.587677, A2 -66.257064, A3 102.522035, A4 10.325378, A5 58.395923, A6 -121.367298} C_PTP 
PTP{E6AXIS: A1 -25.862017, A2 -66.038920, A3 102.295139, A4 10.396663, A5 58.497041, A6 -121.673601} C_PTP 
PTP{E6AXIS: A1 -26.135129, A2 -65.818778, A3 102.065322, A4 10.467439, A5 58.599840, A6 -121.978084} C_PTP 
PTP{E6AXIS: A1 -26.407027, A2 -65.596635, A3 101.832565, A4 10.537834, A5 58.704403, A6 -122.280823} C_PTP 
PTP{E6AXIS: A1 -26.677723, A2 -65.372485, A3 101.596849, A4 10.607972, A5 58.810816, A6 -122.581888} C_PTP 
PTP{E6AXIS: A1 -26.947230, A2 -65.146321, A3 101.358153, A4 10.677976, A5 58.919165, A6 -122.881349} C_PTP 
PTP{E6AXIS: A1 -27.215562, A2 -64.918134, A3 101.116458, A4 10.747965, A5 59.029535, A6 -123.179273} C_PTP 
PTP{E6AXIS: A1 -27.482729, A2 -64.687915, A3 100.871743, A4 10.818052, A5 59.142015, A6 -123.475722} C_PTP 
PTP{E6AXIS: A1 -27.748744, A2 -64.455654, A3 100.623986, A4 10.888350, A5 59.256693, A6 -123.770759} C_PTP 
PTP{E6AXIS: A1 -28.013620, A2 -64.221339, A3 100.373167, A4 10.958968, A5 59.373657, A6 -124.064441} C_PTP 
PTP{E6AXIS: A1 -28.277366, A2 -63.984957, A3 100.119262, A4 11.030009, A5 59.492996, A6 -124.356823} C_PTP 
PTP{E6AXIS: A1 -28.539994, A2 -63.746493, A3 99.862248, A4 11.101577, A5 59.614802, A6 -124.647959} C_PTP 
PTP{E6AXIS: A1 -28.801516, A2 -63.505932, A3 99.602104, A4 11.173770, A5 59.739164, A6 -124.937897} C_PTP 
PTP{E6AXIS: A1 -29.061941, A2 -63.263258, A3 99.338803, A4 11.246684, A5 59.866175, A6 -125.226686} C_PTP 
PTP{E6AXIS: A1 -29.321280, A2 -63.018453, A3 99.072322, A4 11.320410, A5 59.995925, A6 -125.514369} C_PTP 
PTP{E6AXIS: A1 -29.579544, A2 -62.771498, A3 98.802635, A4 11.395038, A5 60.128507, A6 -125.800989} C_PTP 
PTP{E6AXIS: A1 -29.836742, A2 -62.522373, A3 98.529716, A4 11.470654, A5 60.264015, A6 -126.086585} C_PTP 
PTP{E6AXIS: A1 -30.092883, A2 -62.271057, A3 98.253539, A4 11.547342, A5 60.402540, A6 -126.371192} C_PTP 
PTP{E6AXIS: A1 -30.347978, A2 -62.017528, A3 97.974076, A4 11.625180, A5 60.544178, A6 -126.654844} C_PTP 
PTP{E6AXIS: A1 -30.594370, A2 -61.769521, A3 97.699899, A4 11.646015, A5 60.648027, A6 -126.901691} C_PTP 
PTP{E6AXIS: A1 8.696660, A2 -59.346759, A3 109.230850, A4 -77.388412, A5 88.426200, A6 -39.580983} C_PTP 
PTP{E6AXIS: A1 8.198104, A2 -62.228977, A3 108.989465, A4 -70.802951, A5 81.409693, A6 -43.293987} C_PTP 
PTP{E6AXIS: A1 6.164741, A2 -66.432162, A3 108.499596, A4 -53.121754, A5 66.962804, A6 -53.323872} C_PTP 
PTP{E6AXIS: A1 4.931475, A2 -67.860072, A3 108.272805, A4 -45.271772, A5 62.584560, A6 -58.709946} C_PTP 
PTP{E6AXIS: A1 3.905182, A2 -68.763562, A3 108.099743, A4 -39.423393, A5 60.013824, A6 -62.985798} C_PTP 
PTP{E6AXIS: A1 2.996607, A2 -69.407521, A3 107.953775, A4 -34.643745, A5 58.307038, A6 -66.623896} C_PTP 
PTP{E6AXIS: A1 2.166517, A2 -69.892706, A3 107.824125, A4 -30.556360, A5 57.107397, A6 -69.827706} C_PTP 
PTP{E6AXIS: A1 1.394451, A2 -70.268593, A3 107.705359, A4 -26.971012, A5 56.241081, A6 -72.704069} C_PTP 
PTP{E6AXIS: A1 0.668694, A2 -70.563463, A3 107.594374, A4 -23.779238, A5 55.609881, A6 -75.315450} C_PTP 
PTP{E6AXIS: A1 -0.017915, A2 -70.795311, A3 107.489243, A4 -20.913870, A5 55.152223, A6 -77.701292} C_PTP 
